carrier_name,shipping_option_code,shipping_option_result,partner,service,last_update
Dropi Fretes,4160727,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4939225,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,550790,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Especial 1 (até as 18h) | G1=data-especial,saturday|47,Especial 1 (até as 18h) | G1=data-especial - Outros,,Outros,2025-08-07 16:10:53
Frenet,PTJ_ECO,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4061980,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Jeolog,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3505219,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4369888,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,411|2188,Shippy - Outros,,Outros,2025-08-07 16:10:53
Frenet,MNU,Frenet - Outros,,Outros,2025-08-07 16:10:53
Projetos,FreteFixo_Norte,Projetos - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,494780,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4663715,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Muvon Logística - MiniPix,Normal,Muvon Logística - MiniPix - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3590071,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4337441,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
EnviaYa for TiendaNube,8,EnviaYa for TiendaNube - Outros,,Outros,2025-08-07 16:10:53
Integral Entrega de 07 às 22h,saturday|19,Integral Entrega de 07 às 22h - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3620227,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Teiker,20,Teiker - Outros,,Outros,2025-08-07 16:10:53
Teiker,24,Teiker - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4013261,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,SLG_4,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,MID,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,33802,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3507021,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,JadLog Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_17406,Frenet - Outros,,Outros,2025-08-07 16:10:53
Gollog,ECG,Gollog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2650331,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Bluemail,BlueMailS.A_23,Bluemail - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Icaro Express,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Zippin,z_pickup_1,Zippin - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4355902,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
HUB Omie,41,HUB Omie - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1196635,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4082367,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_15155,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,54303,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,612607,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1096295,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Vipex,Flixlog - Outros,,Outros,2025-08-07 16:10:53
skydropx,quiken.local_express,skydropx - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4748834,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dimona Shipping 1712762553449,2,Dimona Shipping 1712762553449 - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1384806,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Tadex Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3909736,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;97;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Especial 1 - Entrega até ás 18:00,week-days|16,Especial 1 - Entrega até ás 18:00 - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4270785,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Rodonaves,Normal,Rodonaves - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1195223,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1279390,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,LUN,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,PTR,Frenet - Outros,,Outros,2025-08-07 16:10:53
Reserva Ink Entregas,15635,Reserva Ink Entregas - Outros,,Outros,2025-08-07 16:10:53
Frenet,JADP_07,Frenet - Outros,,Outros,2025-08-07 16:10:53
Entrega Agendada (Huapps. week),3618834_manha_week,Entrega Agendada (Huapps. week) - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,385984,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Afimex - ground,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
clicOH,1915,clicOH - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3921372,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1732784,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,487,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Olist Envios,olist-envios-carriers,Olist Envios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3940059,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2748867,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,928,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2219857,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Nblog,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2434591,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4465211,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,846,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3824837,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,JADP_09,Frenet - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,660,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,796442,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4552645,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4780487,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4756043,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3253363,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1160872,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4622498,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4405766,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4583709,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4607620,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4613681,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1109623,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
skydropx,DHL ESTANDAR,skydropx - Outros,,Outros,2025-08-07 16:10:53
Central de Envios - Acetato Telas,Flex,Central de Envios - Acetato Telas - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1815134,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1840391,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Smartpost,SMARTPOST_8,Smartpost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1880817,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,199057,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4662797,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2323757,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envie agora,RNC,Envie agora - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4351618,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Ups - int_saver,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
EnviaYa for TiendaNube,24,EnviaYa for TiendaNube - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Quiken - local_express,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4342902,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4376339,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4393751,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4206260,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,889,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2287629,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2390614,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,248298,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2789701,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
"Tarde, entrega das 13h até as 18h",week-days|20,"Tarde, entrega das 13h até as 18h - Outros",,Outros,2025-08-07 16:10:53
Dropi Fretes,1745367,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4210171,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4221666,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4286062,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4313849,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Enviame,COO-ecommerce,Enviame - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2865943,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2783390,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4712371,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3175645,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,988,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,sme_pac mini,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Frenet,ASAPWEB,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ATUAL_2,Frenet - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Trd,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4142470,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Fixy Logística,FIXYLOGISTICA_9,Fixy Logística - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4048495,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_17418,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_16683,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,GOF_2,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4063669,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4069171,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3143211,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3149837,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,32187,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3398847,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4730437,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3469777,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
PinPoint,MENDOZA_PINDAY,PinPoint - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2799517,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4006274,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4022900,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4033727,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,OWNCUSTOM9,Frenet - Logística própria,,Logística própria,2025-08-07 16:10:53
Dropi Fretes,4040429,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,MVL,Frenet - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_riovermelho_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Papexpress,Flex-Lightdata,Papexpress - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3694677,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3695031,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3710864,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3119877,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,S2C,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3994829,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4000543,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3829218,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3795675,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3804804,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3822866,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3854849,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3884626,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Onlog Express,122,Onlog Express - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3664370,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3737,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3742003,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4599676,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3808847,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
PEX Entrega,pex,PEX Entrega - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1636763,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Teiker,5,Teiker - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1544683,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4642689,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
TRANSPORTE TERCEIRIZADO,MTC LOGISTICA COMPANY,TRANSPORTE TERCEIRIZADO - Outros,,Outros,2025-08-07 16:10:53
Entrega por Km,standard,Entrega por Km - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4929140,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4568786,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,691864,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
skydropx,ups.express_saver,skydropx - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,861596,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4919963,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4520779,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropify Express,CORREIOS_SEDEX,Dropify Express - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4513238,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4477091,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4457853,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4494874,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4429227,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4414748,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Envia.com Checkout Service,Correios - sedex_big,Envia.com Checkout Service - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4577407,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
BNZ EXPRESS S.R.L.,DOM,BNZ EXPRESS S.R.L. - Outros,,Outros,2025-08-07 16:10:53
CRAB,CRAB_1,CRAB - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4641539,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1542366,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1508258,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Teiker,6,Teiker - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,144988,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1386230,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dimona Shipping 1712762553449,16594,Dimona Shipping 1712762553449 - Outros,,Outros,2025-08-07 16:10:53
"Tarde, entrega até as 18h=data-especial",sunday|38,"Tarde, entrega até as 18h=data-especial - Outros",,Outros,2025-08-07 16:10:53
"Período Integral, entrega até as 22h | Grupo 2",saturday|45,"Período Integral, entrega até as 22h | Grupo 2 - Outros",,Outros,2025-08-07 16:10:53
Mis entregas,MisEntregas_28,Mis entregas - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3768518,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3751025,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3794614,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Muvon Logística - OHANA,Normal,Muvon Logística - OHANA - Outros,,Outros,2025-08-07 16:10:53
Muvon Logística - MiniPix,Flex,Muvon Logística - MiniPix - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3674777,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3667490,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3664372,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3717182,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Lixlog,lix_vipex_normal,Lixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3902983,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3898946,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3853955,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3893428,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,389127,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3841618,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3822867,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3851884,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3836000,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
HUB Omie,1,HUB Omie - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,479719,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Domínio Log,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3969419,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3982223,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Transportes Fedrigo,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Intelipost,Tnt Standard,Intelipost - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3971443,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3943483,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3932006,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3896271,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,407|2176,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3710869,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3710868,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4744159,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3609551,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3608692,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3688092,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3598663,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3597424,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3597419,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3586785,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3866924,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4024843,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,REU_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4009393,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,SDE_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,RPN,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4003471,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,TRW,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3996305,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2670109,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3505933,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3419150,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3398846,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3288186,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3286674,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3245718,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,333|2010,Shippy - Outros,,Outros,2025-08-07 16:10:53
Fretemax,protocolo-frete-gratis,Fretemax - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4006381,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4085197,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4832429,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4069587,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_15162,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_15037,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_14121,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,ISP_1_17486,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,JADP_10,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4061981,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,NXT_WS,Frenet - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4191902,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4187228,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4181252,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4873301,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,41581,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Flixlog,Rodovitor,Flixlog - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4123110,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Frenet,AVT_RODO,Frenet - Outros,,Outros,2025-08-07 16:10:53
Frenet,AGB_1,Frenet - Outros,,Outros,2025-08-07 16:10:53
Shippy,343|2033,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3044221,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,461|2313,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3112576,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3003877,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3003713,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2995976,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2948855,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,285395,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,269275,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4112967,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4112960,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4299768,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4298351,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4286052,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4262319,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Eship Entregas,eship;105;3,Eship Entregas - Outros,,Outros,2025-08-07 16:10:53
Especial 1 - Entrega até ás 18:00,sunday|16,Especial 1 - Entrega até ás 18:00 - Outros,,Outros,2025-08-07 16:10:53
Especial 1 - Entrega até ás 18:00,saturday|16,Especial 1 - Entrega até ás 18:00 - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4215059,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4208211,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2793888,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,248296,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,694,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,686,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2626340,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2318101,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2398587,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,207035,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2046350,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
